Fusion Name	Gene 1 Symbol	Gene 2 Symbol
GOLGA8B:SEC24C	GOLGA8B	SEC24C
KRT10:TALDO1	KRT10	TALDO1
ULK1:ZNF544	ULK1	ZNF544
ZBTB38:ENSG00000285526	ZBTB38	ENSG00000285526
TMEM184B:TNFRSF25	TMEM184B	TNFRSF25
FRG2:FRG2B	FRG2	FRG2B
RIMOC1:ATP6V1G2	RIMOC1	ATP6V1G2
ZNF316:TRMT9B	ZNF316	TRMT9B
RNF227:FRRS1L	RNF227	FRRS1L
HECTD3:DISP2	HECTD3	DISP2
NPM2:THRA	NPM2	THRA
NR1D1:EPS15L1	NR1D1	EPS15L1
NR1D1:NME2	NR1D1	NME2
PRDX5:ATP6V1F	PRDX5	ATP6V1F
PRDX5:KCNC1	PRDX5	KCNC1
GOLM1:XPOT	GOLM1	XPOT
USP30:PWP1	USP30	PWP1
KHDC1:CNPY2	KHDC1	CNPY2
PHF21A:TSPAN3	PHF21A	TSPAN3
LARS1:LONRF2	LARS1	LONRF2
ZNF600:POGLUT2	ZNF600	POGLUT2
CDK4:MAPKBP1	CDK4	MAPKBP1
CDK4:ZBTB43	CDK4	ZBTB43
METTL17:COQ10A	METTL17	COQ10A
UQCC6:PAN2	UQCC6	PAN2
SETD4:AP4B1	SETD4	AP4B1
BBIP1:ANKRD16	BBIP1	ANKRD16
NHSL3:YARS1	NHSL3	YARS1
AGO4:SLC25A53	AGO4	SLC25A53
TUT4:CYP2J2	TUT4	CYP2J2
B4GALNT1:ARGLU1	B4GALNT1	ARGLU1
TMEM134:CD63	TMEM134	CD63
PAIP2B:RRAGA	PAIP2B	RRAGA
GRM4:NDEL1	GRM4	NDEL1
SIRT5:PCP4L1	SIRT5	PCP4L1
ZNF75A:XPO5	ZNF75A	XPO5
SPTSSA:ABCC10	SPTSSA	ABCC10
STPG1:CIPC	STPG1	CIPC
MED20:RASL11B	MED20	RASL11B
RETREG3:MAD2L1BP	RETREG3	MAD2L1BP
PRR12:SLC31A1	PRR12	SLC31A1
MED8:AHDC1	MED8	AHDC1
ZNF141:RNPS1	ZNF141	RNPS1
ELK1:RTN1	ELK1	RTN1
TIMM17B:MYCBPAP	TIMM17B	MYCBPAP
AIF1L:IARS1	AIF1L	IARS1
NUP214:DBNL	NUP214	DBNL
MANF:MAP2K2	MANF	MAP2K2
CANX:XAF1	CANX	XAF1
SIRPA:SNRPB	SIRPA	SNRPB
ZNF133:LURAP1L	ZNF133	LURAP1L
DSTN:MCL1	DSTN	MCL1
KIDINS220:EIF2S2	KIDINS220	EIF2S2
IFI6:ARHGAP32	IFI6	ARHGAP32
RNF41:LLGL1	RNF41	LLGL1
BCL2:RIDA	BCL2	RIDA
VPS13B:RIMS2	VPS13B	RIMS2
ARL6IP1:SDF2	ARL6IP1	SDF2
ZNF738:SDF2	ZNF738	SDF2
PCMTD1:NFATC1	PCMTD1	NFATC1
KIF3A:BSG	KIF3A	BSG
ANKHD1:GRINA	ANKHD1	GRINA
TAMM41:NDFIP1	TAMM41	NDFIP1
NDFIP1:ULK1	NDFIP1	ULK1
ZNF680:RAC1	ZNF680	RAC1
PPP1R1B:NSD3	PPP1R1B	NSD3
SELENOS:CTSF	SELENOS	CTSF
SELENOS:TARS3	SELENOS	TARS3
COG6:ART3	COG6	ART3
TPT1:RANBP10	TPT1	RANBP10
EPHB2:CACNA1A	EPHB2	CACNA1A
SRRM1:CALCOCO2	SRRM1	CALCOCO2
SRRM1:FTO	SRRM1	FTO
ADAT2:MACROD1	ADAT2	MACROD1
CAMK4:AGAP3	CAMK4	AGAP3
ALG10B:IPO8	ALG10B	IPO8
TCAP:STARD3	TCAP	STARD3
TTYH3:TSR1	TTYH3	TSR1
IREB2:OXA1L	IREB2	OXA1L
COA8:IREB2	COA8	IREB2
SMPD4:GPRASP1	SMPD4	GPRASP1
WDR33:C1orf162	WDR33	C1orf162
STXBP1:TCEAL9	STXBP1	TCEAL9
USP15:DERL1	USP15	DERL1
FAM153A:GNS	FAM153A	GNS
MPHOSPH6:CHTF8	MPHOSPH6	CHTF8
COQ3:KCTD8	COQ3	KCTD8
COG2:S100A13	COG2	S100A13
CNOT9:USP37	CNOT9	USP37
DNAJB2:LEO1	DNAJB2	LEO1
AQP7:ANKRD36	AQP7	ANKRD36
LLGL1:ARMCX2	LLGL1	ARMCX2
LRRC58:C19orf12	LRRC58	C19orf12
CLUH:CC2D1A	CLUH	CC2D1A
REEP3:RAF1	REEP3	RAF1
CPLX2:EFR3A	CPLX2	EFR3A
PER2:WWOX	PER2	WWOX
EEFSEC:CADPS	EEFSEC	CADPS
AGT:KCNJ12	AGT	KCNJ12
CA8:NDUFA8	CA8	NDUFA8
INVS:LRRC28	INVS	LRRC28
IER3IP1:KDSR	IER3IP1	KDSR
KDSR:PHYHIP	KDSR	PHYHIP
SMU1:VPS4B	SMU1	VPS4B
PRPF3:TPP2	PRPF3	TPP2
PRPF3:C6orf136	PRPF3	C6orf136
DR1:GAD1	DR1	GAD1
VAMP4:DAB1	VAMP4	DAB1
RERE:DPH5	RERE	DPH5
ARHGDIG:RPS8	ARHGDIG	RPS8
ARID1A:ANAPC11	ARID1A	ANAPC11
STX12:EPHA7	STX12	EPHA7
TXNDC12:NUP62	TXNDC12	NUP62
ESYT2:STAT3	ESYT2	STAT3
ESYT2:RHNO1	ESYT2	RHNO1
NRXN1:ATF6	NRXN1	ATF6
FASTKD2:CCDC142	FASTKD2	CCDC142
KLF7:LRRC37B	KLF7	LRRC37B
C1orf54:VAMP2	C1orf54	VAMP2
DTWD1:CEP126	DTWD1	CEP126
BCAN:SCG3	BCAN	SCG3
PTK2B:PRDX6	PTK2B	PRDX6
AAK1:CAPN9	AAK1	CAPN9
TRAK2:C5orf24	TRAK2	C5orf24
KCNJ3:C2orf42	KCNJ3	C2orf42
FARSB:SLC24A2	FARSB	SLC24A2
PLEKHM3:FARSB	PLEKHM3	FARSB
DNAJC16:ATP1B1	DNAJC16	ATP1B1
NDUFA3:MRPL37	NDUFA3	MRPL37
ICMT:CASTOR2	ICMT	CASTOR2
RPL22:FBXO27	RPL22	FBXO27
CCDC92:PRRC2B	CCDC92	PRRC2B
ITGAV:NDUFA8	ITGAV	NDUFA8
RNF152:MYL12B	RNF152	MYL12B
NUP210:FOXO3	NUP210	FOXO3
TGIF2:MAPRE2	TGIF2	MAPRE2
ZNF205:NDUFB3	ZNF205	NDUFB3
GAK:ITGB1BP1	GAK	ITGB1BP1
SENP5:SMIM14	SENP5	SMIM14
SGIP1:PCNX2	SGIP1	PCNX2
TMEM219:SET	TMEM219	SET
PTPA:ADCY1	PTPA	ADCY1
TATDN3:PPP6C	TATDN3	PPP6C
ZNF431:ZNF430	ZNF431	ZNF430
ATP8B2:MAZ	ATP8B2	MAZ
SFI1:KAT8	SFI1	KAT8
DENND6B:KAT8	DENND6B	KAT8
PPM1K:LACTB	PPM1K	LACTB
HERC1:NPTXR	HERC1	NPTXR
KIAA1958:MTFMT	KIAA1958	MTFMT
AP3B2:ENO2	AP3B2	ENO2
SLC1A6:SPTAN1	SLC1A6	SPTAN1
SLC1A6:NOL7	SLC1A6	NOL7
ATF6B:AURKC	ATF6B	AURKC
ASH1L:EIF3J	ASH1L	EIF3J
LASP1NB:GPI	LASP1NB	GPI
PLD3:ITM2B	PLD3	ITM2B
NUMBL:DTNA	NUMBL	DTNA
CLIP3:MORF4L1	CLIP3	MORF4L1
ECH1:ARL1	ECH1	ARL1
CENPT:GATD1	CENPT	GATD1
TUBB4A:ARL17B	TUBB4A	ARL17B
SNRNP70:UTP20	SNRNP70	UTP20
SLC17A7:ZNF24	SLC17A7	ZNF24
SLC17A7:FAM153CP	SLC17A7	FAM153CP
OAZ1:ATF6	OAZ1	ATF6
RPL34:RAP1GDS1	RPL34	RAP1GDS1
GNG7:BLOC1S6	GNG7	BLOC1S6
MYEF2:ASB6	MYEF2	ASB6
SLC48A1:SGK3	SLC48A1	SGK3
RNF170:CSPP1	RNF170	CSPP1
AP3B2:SNX12	AP3B2	SNX12
RAB2A:RPL24	RAB2A	RPL24
MRPS28:ZC2HC1A	MRPS28	ZC2HC1A
CHRAC1:ATP5F1B	CHRAC1	ATP5F1B
AGO2:CHRAC1	AGO2	CHRAC1
APBB1:EEF1D	APBB1	EEF1D
MAZ:PRRC2C	MAZ	PRRC2C
MTMR9:BDH1	MTMR9	BDH1
NOMO3:FAM149B1	NOMO3	FAM149B1
NFAT5:TSHZ2	NFAT5	TSHZ2
DLGAP1:LONP2	DLGAP1	LONP2
CBLN1:RNF212	CBLN1	RNF212
SETD6:SNRPN	SETD6	SNRPN
CLTB:SETD6	CLTB	SETD6
CLCN7:CSNK1E	CLCN7	CSNK1E
GATD1:FBXO31	GATD1	FBXO31
UBE2I:RNF5	UBE2I	RNF5
ARL6IP5:RBL2	ARL6IP5	RBL2
LPL:INTS10	LPL	INTS10
SLIRP:ELAVL3	SLIRP	ELAVL3
COQ6:ALDOA	COQ6	ALDOA
TMEM214:PCP4	TMEM214	PCP4
YIPF4:ATL2	YIPF4	ATL2
RBM12:YIPF4	RBM12	YIPF4
CNRIP1:SQSTM1	CNRIP1	SQSTM1
NACAD:MXI1	NACAD	MXI1
PDLIM2:GOT1	PDLIM2	GOT1
PRKAA2:KANSL1	PRKAA2	KANSL1
RAB29:PGAM5	RAB29	PGAM5
SSBP2:GRIA2	SSBP2	GRIA2
YWHAZ:PCMT1	YWHAZ	PCMT1
GLTP:WDR55	GLTP	WDR55
TRA2B:SNX19	TRA2B	SNX19
EPC1:ATP5F1C	EPC1	ATP5F1C
EPC1:KIF5B	EPC1	KIF5B
SPATS2:SPMIP5	SPATS2	SPMIP5
SUZ12:CCZ1	SUZ12	CCZ1
SMU1:ANAPC16	SMU1	ANAPC16
CNTFR:GTF2H5	CNTFR	GTF2H5
ANKRD29:CISD1	ANKRD29	CISD1
GRIA2:NDUFA1	GRIA2	NDUFA1
CDKN1B:MARCKSL1	CDKN1B	MARCKSL1
SLC38A1:CAP1	SLC38A1	CAP1
PTMA:CAND1	PTMA	CAND1
RAB5B:CADM3	RAB5B	CADM3
CNOT2:KCNK9	CNOT2	KCNK9
ARMH4:GAPDH	ARMH4	GAPDH
EXOSC8:SPART	EXOSC8	SPART
ATP5PO:PAIP2	ATP5PO	PAIP2
SERP1:TPRKB	SERP1	TPRKB
TMPO:ZNF654	TMPO	ZNF654
SLIRP:PSME3IP1	SLIRP	PSME3IP1
SPOCK3:CLU	SPOCK3	CLU
MTSS2:PTK2B	MTSS2	PTK2B
PDLIM2:CAMK2N1	PDLIM2	CAMK2N1
SCPEP1:TULP4	SCPEP1	TULP4
ECHDC2:SPG7	ECHDC2	SPG7
A1BG:DPP6	A1BG	DPP6
MAPK8IP1:ULK3	MAPK8IP1	ULK3
ATAD1:PEX16	ATAD1	PEX16
FABP3:FXYD6	FABP3	FXYD6
YLPM1:KIAA0513	YLPM1	KIAA0513
GGT7:DNAL1	GGT7	DNAL1
MTERF2:SRRM4	MTERF2	SRRM4
ERRFI1:PARK7	ERRFI1	PARK7
LARP1:SRSF4	LARP1	SRSF4
ASH1L:TRA2A	ASH1L	TRA2A
ZNF548:SFPQ	ZNF548	SFPQ
ARHGEF2:NFIC	ARHGEF2	NFIC
ARHGEF2:UPF3A	ARHGEF2	UPF3A
MEF2D:MUS81	MEF2D	MUS81
CHD5:RPLP1	CHD5	RPLP1
SMG7:GPHN	SMG7	GPHN
PHTF1:VKORC1L1	PHTF1	VKORC1L1
P4HA1:PIPOX	P4HA1	PIPOX
HPCAL4:BRWD3	HPCAL4	BRWD3
RLF:SCAPER	RLF	SCAPER
AKT3:SCN2A	AKT3	SCN2A
PDCL3:LPCAT4	PDCL3	LPCAT4
ZNF142:FBXO44	ZNF142	FBXO44
CNPPD1:PRRC2C	CNPPD1	PRRC2C
ENSG00000255639:ABCB6	ENSG00000255639	ABCB6
PASK:MAN2A2	PASK	MAN2A2
STK25:NAE1	STK25	NAE1
PLEKHB2:CNEP1R1	PLEKHB2	CNEP1R1
MGAT5:RAB3GAP1	MGAT5	RAB3GAP1
HPCAL4:PAM	HPCAL4	PAM
HSD17B12:IFT81	HSD17B12	IFT81
RBM42:MED13L	RBM42	MED13L
MED13L:R3HDM2	MED13L	R3HDM2
ZSWIM3:WDR83	ZSWIM3	WDR83
PFDN5:NEUROD2	PFDN5	NEUROD2
LRP1:ZNF577	LRP1	ZNF577
COX20:ATPAF1	COX20	ATPAF1
HIP1:PLP1	HIP1	PLP1
PLP1:PPA1	PLP1	PPA1
TPM4:TTC21B	TPM4	TTC21B
PRXL2A:GPR37L1	PRXL2A	GPR37L1
LIAS:HOOK3	LIAS	HOOK3
CLCC1:RHOT1	CLCC1	RHOT1
AFDN:GTF3A	AFDN	GTF3A
KIAA1191:IFNLR1	KIAA1191	IFNLR1
KIAA1191:ENSG00000289346	KIAA1191	ENSG00000289346
PRXL2A:EPB41	PRXL2A	EPB41
GPALPP1:VPS4B	GPALPP1	VPS4B
IFI44:RWDD3	IFI44	RWDD3
SLC66A2:SYCP2	SLC66A2	SYCP2
DMTF1:SEPTIN7	DMTF1	SEPTIN7
ZNF564:TTC21B	ZNF564	TTC21B
RCC1:SMURF2	RCC1	SMURF2
YWHAE:RPS4X	YWHAE	RPS4X
CERS5:WSB1	CERS5	WSB1
AFMID:WSB1	AFMID	WSB1
AVL9:SPTBN1	AVL9	SPTBN1
USF2:CSDC2	USF2	CSDC2
C22orf39:KXD1	C22orf39	KXD1
LMNA:FKBP8	LMNA	FKBP8
GRIK5:TUBA1B	GRIK5	TUBA1B
GRIK5:ATP5PF	GRIK5	ATP5PF
OAZ1:GABBR2	OAZ1	GABBR2
RUNDC3B:HYPK	RUNDC3B	HYPK
RASA4:STARD10	RASA4	STARD10
CBLL1:CHCHD2	CBLL1	CHCHD2
TMED4:OGDH	TMED4	OGDH
ZNF774:OGDH	ZNF774	OGDH
TRA2A:TAX1BP1	TRA2A	TAX1BP1
CPVL:GRB2	CPVL	GRB2
MTHFR:PLA2G4C	MTHFR	PLA2G4C
TMEM59L:FRA10AC1	TMEM59L	FRA10AC1
SPOCK2:FGF2	SPOCK2	FGF2
SPOCK2:KCNMA1	SPOCK2	KCNMA1
H2AC7:MICU1	H2AC7	MICU1
CCSER2:COX20	CCSER2	COX20
SUPT6H:MADD	SUPT6H	MADD
WDR5:NHERF1	WDR5	NHERF1
CDR2L:JAK1	CDR2L	JAK1
ALDOC:CKMT1A	ALDOC	CKMT1A
RPL27A:OCIAD1	RPL27A	OCIAD1
DDX50:CLCNKB	DDX50	CLCNKB
NDUFC1:RSRP1	NDUFC1	RSRP1
CCT7:NDUFC1	CCT7	NDUFC1
CPE:TSPYL5	CPE	TSPYL5
ATP5MF:CPE	ATP5MF	CPE
ABCC3:SLC4A3	ABCC3	SLC4A3
CAMTA2:SKP2	CAMTA2	SKP2
CAMTA2:TAF1	CAMTA2	TAF1
UTP6:FAM217B	UTP6	FAM217B
EIF3F:CNTNAP1	EIF3F	CNTNAP1
FRMD8:HDAC5	FRMD8	HDAC5
UBE2D3:DVL3	UBE2D3	DVL3
WDR93:YTHDF1	WDR93	YTHDF1
PGAP4:HDGF	PGAP4	HDGF
SNX27:TECPR1	SNX27	TECPR1
GATC:SNX27	GATC	SNX27
NAXE:SMYD2	NAXE	SMYD2
RPL26:ISG20L2	RPL26	ISG20L2
SELENOM:C1orf43	SELENOM	C1orf43
C1orf35:VPS28	C1orf35	VPS28
MIA3:PYCR2	MIA3	PYCR2
CD33:YWHAE	CD33	YWHAE
BRD4:RPL38	BRD4	RPL38
COL6A1:TMTC2	COL6A1	TMTC2
ARL6IP4:SCYL1	ARL6IP4	SCYL1
IGLON5:VSIG10L	IGLON5	VSIG10L
MTOR:CNKSR1	MTOR	CNKSR1
NKD1:SOD1	NKD1	SOD1
ZKSCAN1:BBX	ZKSCAN1	BBX
KIAA0319L:FLCN	KIAA0319L	FLCN
MBOAT2:TMEM273	MBOAT2	TMEM273
TNPO2:KHDRBS1	TNPO2	KHDRBS1
BICD1:TCHP	BICD1	TCHP
PLEKHA6:PCGF6	PLEKHA6	PCGF6
KLHL26:BABAM1	KLHL26	BABAM1
PJVK:BABAM1	PJVK	BABAM1
PRDX2:TYK2	PRDX2	TYK2
GOLGA2:NAPA	GOLGA2	NAPA
IL3RA:ATP1A3	IL3RA	ATP1A3
MEIS3:SIRT7	MEIS3	SIRT7
CERS5:MEGF8	CERS5	MEGF8
CRTAM:CYTH2	CRTAM	CYTH2
CADM4:PPDPF	CADM4	PPDPF
ARL17B:PRPSAP2	ARL17B	PRPSAP2
VPS53:CNNM3	VPS53	CNNM3
BSN:CLTC	BSN	CLTC
CSNK1D:AQP4	CSNK1D	AQP4
C6orf141:ARK2C	C6orf141	ARK2C
TTC39C:P3H4	TTC39C	P3H4
CACNA1A:PCGF2	CACNA1A	PCGF2
ZNF776:CBLN3	ZNF776	CBLN3
TBCK:SLC38A6	TBCK	SLC38A6
RYR1:MISP3	RYR1	MISP3
MFSD14A:ANP32A	MFSD14A	ANP32A
TSEN15:TPM1	TSEN15	TPM1
VPS53:TMEM184C	VPS53	TMEM184C
CALM2:COCH	CALM2	COCH
CDS2:DCLK1	CDS2	DCLK1
CHURC1:TIMM9	CHURC1	TIMM9
TMED8:HAX1	TMED8	HAX1
SUSD6:SRSF11	SUSD6	SRSF11
SUSD6:MAP1B	SUSD6	MAP1B
SRSF5:TOB2	SRSF5	TOB2
ZFYVE21:KLC1	ZFYVE21	KLC1
PSMC1:PCP4	PSMC1	PCP4
CCDC22:ZSWIM7	CCDC22	ZSWIM7
HNRNPUL1:MEGF8	HNRNPUL1	MEGF8
CDK5RAP3:EMD	CDK5RAP3	EMD
SFXN4:PGK1	SFXN4	PGK1
USP11:GSTA4	USP11	GSTA4
ARMCX3:MTCL2	ARMCX3	MTCL2
FGF14:FOXO3	FGF14	FOXO3
FGF14:CADM1	FGF14	CADM1
CAB39L:LHFPL6	CAB39L	LHFPL6
DGKH:PPIA	DGKH	PPIA
ZNF629:WDR82	ZNF629	WDR82
NRXN1:ZNF629	NRXN1	ZNF629
CDS2:TUBA1A	CDS2	TUBA1A
MRPL55:PLP2	MRPL55	PLP2
PABPN1:AGAP2	PABPN1	AGAP2
PABPN1:FAR1	PABPN1	FAR1
SEC23A:ATP5F1B	SEC23A	ATP5F1B
SEC23A:GABBR1	SEC23A	GABBR1
PNN:YWHAB	PNN	YWHAB
CCNB1IP1:TTC3	CCNB1IP1	TTC3
NDRG3:FAM217B	NDRG3	FAM217B
RUNDC1:NDRG3	RUNDC1	NDRG3
UCKL1:PRPF6	UCKL1	PRPF6
RBM23:CBS	RBM23	CBS
PSMA7:ATF7	PSMA7	ATF7
CDC25B:SLC3A2	CDC25B	SLC3A2
CSNK2A1:SRCIN1	CSNK2A1	SRCIN1
MFSD8:PSMC6	MFSD8	PSMC6
ZNF544:PMM1	ZNF544	PMM1
CERK:ARFIP1	CERK	ARFIP1
COPS7B:FKBP3	COPS7B	FKBP3
INIP:FKBP3	INIP	FKBP3
CAPNS1:RBM23	CAPNS1	RBM23
ATL3:MTG2	ATL3	MTG2
MTPAP:PPP3CA	MTPAP	PPP3CA
SH3PXD2A:TMEM14C	SH3PXD2A	TMEM14C
BMPR1A:TBC1D12	BMPR1A	TBC1D12
JMJD1C:DNAJC12	JMJD1C	DNAJC12
RAB29:FBXL20	RAB29	FBXL20
RUNDC3A:HNRNPA0	RUNDC3A	HNRNPA0
SEPTIN4:VSNL1	SEPTIN4	VSNL1
TUBD1:VPS33A	TUBD1	VPS33A
CWC25:GOSR2	CWC25	GOSR2
PLGRKT:SKP1	PLGRKT	SKP1
TBC1D13:VSNL1	TBC1D13	VSNL1
KDM4C:SKP1	KDM4C	SKP1
BAG1:RPL4	BAG1	RPL4
ABI2:RAPGEF1	ABI2	RAPGEF1
NPDC1:ASNSD1	NPDC1	ASNSD1
SETX:CPNE1	SETX	CPNE1
PTGDS:IGSF8	PTGDS	IGSF8
PRNP:PTGDS	PRNP	PTGDS
ABCA2:NAP1L1	ABCA2	NAP1L1
RHOB:ERLIN1	RHOB	ERLIN1
MLX:CDK5RAP3	MLX	CDK5RAP3
KIF3B:TSPYL1	KIF3B	TSPYL1
NOP56:MLLT11	NOP56	MLLT11
TTI1:POLR2K	TTI1	POLR2K
CST3:ILRUN	CST3	ILRUN
AHCY:CDC42BPG	AHCY	CDC42BPG
APMAP:HIVEP3	APMAP	HIVEP3
GPI:CKMT1B	GPI	CKMT1B
ST8SIA5:STOML2	ST8SIA5	STOML2
ST8SIA5:SDAD1	ST8SIA5	SDAD1
MED10:RNMT	MED10	RNMT
KRT222:ANKRD12	KRT222	ANKRD12
ABI1:ANKRD26	ABI1	ANKRD26
POMK:POLI	POMK	POLI
PGRMC1:PRDX1	PGRMC1	PRDX1
MID1:ZNF521	MID1	ZNF521
ALG13:CHN1	ALG13	CHN1
DNAJC12:KHDC4	DNAJC12	KHDC4
BMPR1A:RPL38	BMPR1A	RPL38
SFXN3:UBXN2A	SFXN3	UBXN2A
SFXN3:VAMP2	SFXN3	VAMP2
ZNF587B:TNKS2	ZNF587B	TNKS2
GBF1:ZNF382	GBF1	ZNF382
GBF1:GMPPB	GBF1	GMPPB
ZIC4:POLI	ZIC4	POLI
RPS20:UBAP2L	RPS20	UBAP2L
CSDE1:GATAD2B	CSDE1	GATAD2B
UBE3C:DNAJA1	UBE3C	DNAJA1
NCAPD2:ATP5MJ	NCAPD2	ATP5MJ
GNAS:PNPLA4	GNAS	PNPLA4
MARK4:TUBB2A	MARK4	TUBB2A
GABARAPL2:SSBP3	GABARAPL2	SSBP3
GAS7:DENND6B	GAS7	DENND6B
LAMTOR5:ST7L	LAMTOR5	ST7L
EPHX1:ALDH2	EPHX1	ALDH2
LUC7L:NF1	LUC7L	NF1
PIGQ:JTB	PIGQ	JTB
CRAMP1:RPS6	CRAMP1	RPS6
CTDSPL2:CRAMP1	CTDSPL2	CRAMP1
HIVEP3:PSMB1	HIVEP3	PSMB1
ELMO1:PSMB1	ELMO1	PSMB1
SYN1:FRMPD3	SYN1	FRMPD3
JARID2:ZBTB18	JARID2	ZBTB18
SUGP2:C1orf174	SUGP2	C1orf174
IFIT3:ZNF275	IFIT3	ZNF275
LIMCH1:ITSN2	LIMCH1	ITSN2
PAX6:CAMK2N2	PAX6	CAMK2N2
ZNF263:GNAS	ZNF263	GNAS
EEF1A1:SPATA20	EEF1A1	SPATA20
DISP2:CYP51A1	DISP2	CYP51A1
CRK:CYP51A1	CRK	CYP51A1
MTIF3:KRIT1	MTIF3	KRIT1
ICA1:NFIA	ICA1	NFIA
UBE4A:CFLAR	UBE4A	CFLAR
PAF1:SLC6A11	PAF1	SLC6A11
VPS26C:CFLAR	VPS26C	CFLAR
RBM5:NAPB	RBM5	NAPB
LENG8:MED24	LENG8	MED24
CDC27:TTC9C	CDC27	TTC9C
CHN2:SKAP2	CHN2	SKAP2
SLC25A5:MAGED2	SLC25A5	MAGED2
BTF3L4:SEC62	BTF3L4	SEC62
ADAM22:ARMC8	ADAM22	ARMC8
MPND:GTF2I	MPND	GTF2I
NFIX:CAMK2N1	NFIX	CAMK2N1
FXYD6:PKD1	FXYD6	PKD1
PKD1:LYSMD2	PKD1	LYSMD2
MAPK8IP2:NSRP1	MAPK8IP2	NSRP1
PVALB:MED24	PVALB	MED24
AK2:FRRS1L	AK2	FRRS1L
PRKCZ:C2CD2L	PRKCZ	C2CD2L
ATP2B3:GAP43	ATP2B3	GAP43
MYO18A:PLEKHH3	MYO18A	PLEKHH3
INPP5A:WASHC2C	INPP5A	WASHC2C
GPKOW:MYL6	GPKOW	MYL6
ZNF253:RRP15	ZNF253	RRP15
FTSJ1:AKR1B1	FTSJ1	AKR1B1
REEP1:VPS26B	REEP1	VPS26B
LAPTM4A:TP53BP2	LAPTM4A	TP53BP2
IFT80:ZYG11B	IFT80	ZYG11B
ZDBF2:TM7SF3	ZDBF2	TM7SF3
SIRT2:ZNF428	SIRT2	ZNF428
TOR1AIP2:SIRT2	TOR1AIP2	SIRT2
PYGM:NPIPA1	PYGM	NPIPA1
MOB4:NUCKS1	MOB4	NUCKS1
NUCKS1:SMC6	NUCKS1	SMC6
RORA:KCND2	RORA	KCND2
SMARCD1:PA2G4	SMARCD1	PA2G4
ANK3:GNAI3	ANK3	GNAI3
PKN2:NUDT11	PKN2	NUDT11
ZNF385B:ZC3H15	ZNF385B	ZC3H15
NOL7:ZC3H15	NOL7	ZC3H15
IFT80:GPRC5B	IFT80	GPRC5B
CDON:APLP2	CDON	APLP2
HIPK2:COQ6	HIPK2	COQ6
RHBG:SUGP2	RHBG	SUGP2
RPS15A:MED29	RPS15A	MED29
SLC12A2:SEPTIN6	SLC12A2	SEPTIN6
CNN2:MOG	CNN2	MOG
ABCA7:RHBG	ABCA7	RHBG
BCAS1:ANKRD40	BCAS1	ANKRD40
BCAS1:ARHGAP11A	BCAS1	ARHGAP11A
EIF2S3:PMS1	EIF2S3	PMS1
PRKCZ:MRPL16	PRKCZ	MRPL16
SLC35E2B:TAF11	SLC35E2B	TAF11
NHERF2:AATK	NHERF2	AATK
ALDH18A1:SLC29A2	ALDH18A1	SLC29A2
FSTL5:GATB	FSTL5	GATB
LIG4:CCAR1	LIG4	CCAR1
TNK2:PCP2	TNK2	PCP2
PKLR:BLTP3A	PKLR	BLTP3A
SPHK2:API5	SPHK2	API5
TUBB3:CA11	TUBB3	CA11
EPN1:GDI1	EPN1	GDI1
RHOA:MIA-RAB4B	RHOA	MIA-RAB4B
TAF11:RPS23	TAF11	RPS23
TMEM101:CLVS1	TMEM101	CLVS1
CD200:RAB6A	CD200	RAB6A
FUS:EIF1	FUS	EIF1
CDIP1:SAMD10	CDIP1	SAMD10
GANAB:SCPEP1	GANAB	SCPEP1
GANAB:EVL	GANAB	EVL
PPHLN1:YAF2	PPHLN1	YAF2
GRIN2C:UBR7	GRIN2C	UBR7
EHD3:ANO8	EHD3	ANO8
TRAPPC2:SLC7A14	TRAPPC2	SLC7A14
ANAPC11:SLC25A5	ANAPC11	SLC25A5
YWHAZ:PGM3	YWHAZ	PGM3
CLK1:ORAI2	CLK1	ORAI2
MDH1:BCAN	MDH1	BCAN
CLASP2:MDH1	CLASP2	MDH1
SLC30A9:H2AZ2	SLC30A9	H2AZ2
SEMA3B:ATXN3	SEMA3B	ATXN3
HOMEZ:ZMYND11	HOMEZ	ZMYND11
KLC1:MATR3	KLC1	MATR3
MATR3:KRT19	MATR3	KRT19
STMN4:TTLL3	STMN4	TTLL3
SMIM27:IDS	SMIM27	IDS
SLC25A39:FNBP1	SLC25A39	FNBP1
L2HGDH:TTC7B	L2HGDH	TTC7B
SRRT:MRS2	SRRT	MRS2
PIGS:TMUB2	PIGS	TMUB2
MT3:FKBP1B	MT3	FKBP1B
TIMM8B:MT3	TIMM8B	MT3
ZDHHC11B:GNAO1	ZDHHC11B	GNAO1
RNF212:NOP14	RNF212	NOP14
COQ3:TXNDC16	COQ3	TXNDC16
SF3B2:RBFOX3	SF3B2	RBFOX3
DNM1L:UBC	DNM1L	UBC
CNBP:TF	CNBP	TF
RBM41:EIF2S3	RBM41	EIF2S3
PCBP4:PIANP	PCBP4	PIANP
ZNF189:YPEL3	ZNF189	YPEL3
BTBD9:NDUFB2	BTBD9	NDUFB2
RAB11B:NDUFB2	RAB11B	NDUFB2
SERF1B:NUDC	SERF1B	NUDC
PABPC4:AP4B1	PABPC4	AP4B1
USP48:RACK1	USP48	RACK1
PUS7:ZNF425	PUS7	ZNF425
NRCAM:SLC39A7	NRCAM	SLC39A7
TUSC3:SEL1L3	TUSC3	SEL1L3
AKIRIN2:GNPTG	AKIRIN2	GNPTG
