Fusion Name	Gene 1 Symbol	Gene 2 Symbol
DLGAP1:NDUFV2	DLGAP1	NDUFV2
SLC25A6:PEG3	SLC25A6	PEG3
CSNK1G1:PBX1	CSNK1G1	PBX1
RAB3B:NRIP3	RAB3B	NRIP3
BOLA2:BOLA2B	BOLA2	BOLA2B
CNBP:CRCP	CNBP	CRCP
UGP2:FOXJ3	UGP2	FOXJ3
CSGALNACT2:KIF5B	CSGALNACT2	KIF5B
OTUD7A:KLF13	OTUD7A	KLF13
PAFAH1B2:PEG10	PAFAH1B2	PEG10
ZMAT1:GABBR1	ZMAT1	GABBR1
KIAA1586:HMGB1	KIAA1586	HMGB1
RAB4A:ARPP21	RAB4A	ARPP21
KCNAB3:HINFP	KCNAB3	HINFP
DHTKD1:MPLKIP	DHTKD1	MPLKIP
MITF:MOBP	MITF	MOBP
MTCL1:RAB31	MTCL1	RAB31
GRIK1:TAF7	GRIK1	TAF7
ZNF253:TMEM126B	ZNF253	TMEM126B
RNF152:WIPF2	RNF152	WIPF2
CALN1:PPID	CALN1	PPID
UBXN2B:ETFDH	UBXN2B	ETFDH
NEGR1:TBCA	NEGR1	TBCA
ANKS3:UBAP1L	ANKS3	UBAP1L
UBXN6:DTX3	UBXN6	DTX3
CYB5D2:GGNBP2	CYB5D2	GGNBP2
RCOR2:PSAP	RCOR2	PSAP
RACK1:ZNF641	RACK1	ZNF641
ZNF598:PYM1	ZNF598	PYM1
NLGN3:SRRM2	NLGN3	SRRM2
SRRM2:TCEAL5	SRRM2	TCEAL5
BEST1:TSPYL2	BEST1	TSPYL2
SNRPD1:NPIPB12	SNRPD1	NPIPB12
ZNRF1:LDHD	ZNRF1	LDHD
NAV2:ZNF83	NAV2	ZNF83
HNRNPH1:RAPH1	HNRNPH1	RAPH1
MICOS13:SCG5	MICOS13	SCG5
EXOSC4:DIS3L	EXOSC4	DIS3L
PPIP5K1:MAP1A	PPIP5K1	MAP1A
PBX3:ZNF891	PBX3	ZNF891
SPINDOC:RNF214	SPINDOC	RNF214
RRM1:TOR1AIP2	RRM1	TOR1AIP2
SMCR8:IRGQ	SMCR8	IRGQ
VKORC1:RALYL	VKORC1	RALYL
ABCA3:GPX4	ABCA3	GPX4
PSMD3:RABL2B	PSMD3	RABL2B
FUT1:DCTN5	FUT1	DCTN5
MRTFA:CCT2	MRTFA	CCT2
BORCS7:ZNF587	BORCS7	ZNF587
REPS2:ILK	REPS2	ILK
USP54:THAP5	USP54	THAP5
USP54:SMDT1	USP54	SMDT1
TMEM130:AATK	TMEM130	AATK
BCL2L15:AKIP1	BCL2L15	AKIP1
PHACTR4:AKIP1	PHACTR4	AKIP1
TPTEP2-CSNK1E:ZNF143	TPTEP2-CSNK1E	ZNF143
TMEM135:UQCRFS1	TMEM135	UQCRFS1
ZNF606:PACS1	ZNF606	PACS1
TUBA1A:NPIPA7	TUBA1A	NPIPA7
METTL17:ZNF570	METTL17	ZNF570
TATDN3:VCP	TATDN3	VCP
MOG:REEP3	MOG	REEP3
TMEM63C:ARL2	TMEM63C	ARL2
SNAPC4:CUX1	SNAPC4	CUX1
ZNF721:FUNDC2	ZNF721	FUNDC2
SLC39A13:NACA	SLC39A13	NACA
MOAP1:UBE2G2	MOAP1	UBE2G2
MOAP1:ZNF785	MOAP1	ZNF785
SLIT3:CLMN	SLIT3	CLMN
TAF1D:RNPC3	TAF1D	RNPC3
NDUFV1:WDR6	NDUFV1	WDR6
YPEL4:KBTBD11	YPEL4	KBTBD11
RNF168:DEAF1	RNF168	DEAF1
ARFIP1:MYO6	ARFIP1	MYO6
WIPF2:TMEM184C	WIPF2	TMEM184C
ASPH:NIPBL	ASPH	NIPBL
NDUFS4:ERCC6	NDUFS4	ERCC6
POLR2H:ZNF26	POLR2H	ZNF26
MLLT6:CCDC127	MLLT6	CCDC127
TMEM130:SFXN1	TMEM130	SFXN1
SLU7:POLR1D	SLU7	POLR1D
SYNGAP1:SUN1	SYNGAP1	SUN1
FBXL4:RIMS1	FBXL4	RIMS1
FOXK1:TADA2B	FOXK1	TADA2B
SCNM1:SEC22B	SCNM1	SEC22B
DCAF16:CHMP1B	DCAF16	CHMP1B
GPR155:APOBEC3C	GPR155	APOBEC3C
TRIM46:SMIM10L1	TRIM46	SMIM10L1
ANKZF1:DYNC1H1	ANKZF1	DYNC1H1
SAP30BP:ZNF84	SAP30BP	ZNF84
ZNF454:NUAK2	ZNF454	NUAK2
ICA1L:C18orf32	ICA1L	C18orf32
MRM3:IL17RE	MRM3	IL17RE
CDK5:MICOS10	CDK5	MICOS10
NLGN3:DDAH2	NLGN3	DDAH2
MICAL3:DDX39B	MICAL3	DDX39B
BSG:RUVBL1	BSG	RUVBL1
ZNF496:RFTN2	ZNF496	RFTN2
KCNJ9:SSTR2	KCNJ9	SSTR2
KIF26B:SMYD3	KIF26B	SMYD3
MEMO1:BASP1	MEMO1	BASP1
DNAJC19:ANKRA2	DNAJC19	ANKRA2
RBM10:MPP3	RBM10	MPP3
RAVER1:USP27X	RAVER1	USP27X
DPY30:EIF4A1	DPY30	EIF4A1
TNFAIP8L2:ARL16	TNFAIP8L2	ARL16
SPSB3:ENSG00000183889	SPSB3	ENSG00000183889
MGMT:GNG3	MGMT	GNG3
COA7:INSYN1	COA7	INSYN1
IRGQ:GMEB1	IRGQ	GMEB1
RBBP4:CRYZL1	RBBP4	CRYZL1
NFIA:HSBP1	NFIA	HSBP1
USP1:NELFA	USP1	NELFA
SRSF2:MAT2A	SRSF2	MAT2A
PAXIP1:FNTA	PAXIP1	FNTA
SPATC1L:COQ4	SPATC1L	COQ4
ELOVL6:ZNF714	ELOVL6	ZNF714
TRAPPC5:SPTBN4	TRAPPC5	SPTBN4
CHTOP:ZIK1	CHTOP	ZIK1
PDE4DIP:ADAR	PDE4DIP	ADAR
FDPS:SLC35B4	FDPS	SLC35B4
PMF1:STAC3	PMF1	STAC3
RPS29:LMNA	RPS29	LMNA
MAML1:EHBP1L1	MAML1	EHBP1L1
SMIM7:LRRC2	SMIM7	LRRC2
CFAP298:SLC25A29	CFAP298	SLC25A29
MRPL10:ATP5MK	MRPL10	ATP5MK
SNF8:UBE2Z	SNF8	UBE2Z
ZFPM2:PTMS	ZFPM2	PTMS
ADIPOR1:NSMCE1	ADIPOR1	NSMCE1
POLR2J2:HNRNPK	POLR2J2	HNRNPK
CELF3:CUX1	CELF3	CUX1
THEM4:ZNF718	THEM4	ZNF718
NAE1:STARD10	NAE1	STARD10
ARHGAP35:NSG1	ARHGAP35	NSG1
ENSG00000214265:PKNOX1	ENSG00000214265	PKNOX1
C14orf132:EPB41	C14orf132	EPB41
MEAF6:SLC25A32	MEAF6	SLC25A32
GPR153:IRS2	GPR153	IRS2
APPL1:ZFP82	APPL1	ZFP82
TBL1XR1:KCNJ6	TBL1XR1	KCNJ6
ST3GAL2:VPS26C	ST3GAL2	VPS26C
LRWD1:CNOT11	LRWD1	CNOT11
B4GALT5:LDB1	B4GALT5	LDB1
DCP1A:TMED4	DCP1A	TMED4
DEDD:GNG7	DEDD	GNG7
BAG4:HSPA1A	BAG4	HSPA1A
BBIP1:ZNF276	BBIP1	ZNF276
FGF17:NPM2	FGF17	NPM2
NPTN:DNER	NPTN	DNER
RIMOC1:RMND1	RIMOC1	RMND1
PSD3:TDRD6	PSD3	TDRD6
MCU:JMJD1C	MCU	JMJD1C
NDUFAF6:MRPL13	NDUFAF6	MRPL13
DRAM2:INTS8	DRAM2	INTS8
TRMT61B:RPGR	TRMT61B	RPGR
NRIP3:UQCRB	NRIP3	UQCRB
PINK1:DOC2B	PINK1	DOC2B
ZNF276:RFWD3	ZNF276	RFWD3
FEZ1:SH2D3C	FEZ1	SH2D3C
SLC9B2:CWF19L1	SLC9B2	CWF19L1
WAC:CERS1	WAC	CERS1
TIMM23:WAC	TIMM23	WAC
METTL2B:HSP90AB1	METTL2B	HSP90AB1
HSP90AB1:PENK	HSP90AB1	PENK
SPPL3:STX1B	SPPL3	STX1B
G2E3:PIP5K1B	G2E3	PIP5K1B
FAM133B:HNRNPC	FAM133B	HNRNPC
TOX4:DAB2IP	TOX4	DAB2IP
ELAVL3:SREBF2	ELAVL3	SREBF2
CAPN3:CERCAM	CAPN3	CERCAM
PHGDH:FAF1	PHGDH	FAF1
SLC25A4:MYL6	SLC25A4	MYL6
MFSD11:GLDC	MFSD11	GLDC
MARCHF2:UBN1	MARCHF2	UBN1
DPYSL2:RELN	DPYSL2	RELN
TGFB2:DYNC1I1	TGFB2	DYNC1I1
COMT:RPF2	COMT	RPF2
ECHDC1:ZNF706	ECHDC1	ZNF706
LRRFIP2:PRPF38B	LRRFIP2	PRPF38B
TINF2:ALAD	TINF2	ALAD
PLEKHA1:ACTL6B	PLEKHA1	ACTL6B
PHF12:ACTL6B	PHF12	ACTL6B
DNAJC10:ZYX	DNAJC10	ZYX
SLC24A1:ZNF326	SLC24A1	ZNF326
ZNF532:ENSG00000285978	ZNF532	ENSG00000285978
ENO1:EDARADD	ENO1	EDARADD
ANO8:ZBTB33	ANO8	ZBTB33
ARHGEF10L:AFF3	ARHGEF10L	AFF3
WSCD2:OPRM1	WSCD2	OPRM1
NRDE2:WSCD2	NRDE2	WSCD2
ARCN1:PHAX	ARCN1	PHAX
ZW10:BCO2	ZW10	BCO2
ADD2:ZNF655	ADD2	ZNF655
CEP97:RASAL2	CEP97	RASAL2
ZNF37A:ZNG1F	ZNF37A	ZNG1F
TGOLN2:MARK3	TGOLN2	MARK3
TDRD9:MARK3	TDRD9	MARK3
RPL13:SLC25A3	RPL13	SLC25A3
FNDC3B:SCAPER	FNDC3B	SCAPER
FRYL:ZNF330	FRYL	ZNF330
FRYL:SSTR2	FRYL	SSTR2
TCEAL5:RAB7A	TCEAL5	RAB7A
ZNF638:CHMP3	ZNF638	CHMP3
GGA1:DDX46	GGA1	DDX46
HIRA:HNRNPDL	HIRA	HNRNPDL
ENSG00000100101:PAQR7	ENSG00000100101	PAQR7
EIF3L:SCD5	EIF3L	SCD5
SNU13:CEMIP2	SNU13	CEMIP2
DDX17:ZC3H13	DDX17	ZC3H13
DDX17:DCLRE1A	DDX17	DCLRE1A
METTL2A:PPID	METTL2A	PPID
SGIP1:ALG6	SGIP1	ALG6
DPH1:EPB41L1	DPH1	EPB41L1
HDAC6:DDX25	HDAC6	DDX25
SLC23A2:CRLS1	SLC23A2	CRLS1
PPP1R13B:NDUFA1	PPP1R13B	NDUFA1
FKBP1A:EIF4EBP2	FKBP1A	EIF4EBP2
METTL2A:GNS	METTL2A	GNS
FKBP1A:TAF7	FKBP1A	TAF7
NOC2L:LZTS3	NOC2L	LZTS3
ATP5ME:DYNLL1	ATP5ME	DYNLL1
ATXN1:SNX5	ATXN1	SNX5
ANAPC5:POLR3K	ANAPC5	POLR3K
GCN1:DDX51	GCN1	DDX51
COQ9:NUBP1	COQ9	NUBP1
CBX5:TAPBP	CBX5	TAPBP
UBA2:RTCB	UBA2	RTCB
PACSIN2:MSH6	PACSIN2	MSH6
ZNF664:TTLL1	ZNF664	TTLL1
RBFOX2:TET3	RBFOX2	TET3
MTMR3:KHDC4	MTMR3	KHDC4
TNRC6B:KIF5C	TNRC6B	KIF5C
SGSM3:NPIPA1	SGSM3	NPIPA1
XBP1:CST3	XBP1	CST3
PVALB:POLR2A	PVALB	POLR2A
MAPK1:TCEAL6	MAPK1	TCEAL6
PPIA:ST13	PPIA	ST13
ETFDH:RBX1	ETFDH	RBX1
EP300:CNOT6	EP300	CNOT6
NREP:EP300	NREP	EP300
SNRPD3:RTCA	SNRPD3	RTCA
CEP170B:GFAP	CEP170B	GFAP
HID1:PALM	HID1	PALM
SNAP29:CEBPZOS	SNAP29	CEBPZOS
EXOSC6:SNAP29	EXOSC6	SNAP29
SEC14L2:ISG20L2	SEC14L2	ISG20L2
FAM118A:RALYL	FAM118A	RALYL
SPHKAP:XRCC5	SPHKAP	XRCC5
PAFAH1B3:ZNF141	PAFAH1B3	ZNF141
FAM234B:USP5	FAM234B	USP5
TXLNA:ECHDC2	TXLNA	ECHDC2
NCOA1:ARK2C	NCOA1	ARK2C
EFR3B:HTRA2	EFR3B	HTRA2
MAPRE3:FAT3	MAPRE3	FAT3
CD82:SCAMP4	CD82	SCAMP4
LAMTOR1:ATRX	LAMTOR1	ATRX
CTTN:TMUB2	CTTN	TMUB2
EMG1:CAMSAP3	EMG1	CAMSAP3
CHERP:NDUFA9	CHERP	NDUFA9
EIF4G2:NFX1	EIF4G2	NFX1
FAT2:LINGO3	FAT2	LINGO3
DELE1:FEZ2	DELE1	FEZ2
PCDHA6:NFIC	PCDHA6	NFIC
NSG2:PCDHA6	NSG2	PCDHA6
ME2:DNMT3A	ME2	DNMT3A
FAM135A:NFX1	FAM135A	NFX1
FAM135A:NUP54	FAM135A	NUP54
XPO1:ATP2B2	XPO1	ATP2B2
EPDR1:CHERP	EPDR1	CHERP
RABL2B:TADA2B	RABL2B	TADA2B
SLC4A4:GDAP2	SLC4A4	GDAP2
TTC39B:SMARCA2	TTC39B	SMARCA2
SRCAP:RAB26	SRCAP	RAB26
PSEN1:EXOC7	PSEN1	EXOC7
MOK:IKBKG	MOK	IKBKG
RIMS1:HIVEP1	RIMS1	HIVEP1
FBXO22:RBL1	FBXO22	RBL1
LCOR:IGSF9B	LCOR	IGSF9B
STK17B:HSCB	STK17B	HSCB
RUNX1T1:KHDRBS3	RUNX1T1	KHDRBS3
NRDC:INTS11	NRDC	INTS11
SERINC3:CAPZB	SERINC3	CAPZB
CAPZB:RBFOX3	CAPZB	RBFOX3
PDHA1:ARAF	PDHA1	ARAF
TCTE1:NEBL	TCTE1	NEBL
PIK3C3:ETFBKMT	PIK3C3	ETFBKMT
PPP2R5C:WWOX	PPP2R5C	WWOX
ITM2A:BASP1	ITM2A	BASP1
PLXNB3:PCM1	PLXNB3	PCM1
CBFA2T2:NAP1L2	CBFA2T2	NAP1L2
BRINP1:MCTP1	BRINP1	MCTP1
ZNF506:GPR155	ZNF506	GPR155
MTUS1:POLB	MTUS1	POLB
ZMYM4:PIGB	ZMYM4	PIGB
GNB5:POLR2M	GNB5	POLR2M
GNB5:TAF15	GNB5	TAF15
JMJD7:ZXDC	JMJD7	ZXDC
NDST1:ACTB	NDST1	ACTB
WDR5:ASNS	WDR5	ASNS
EIF2B3:SMARCC2	EIF2B3	SMARCC2
BCDIN3D:CDC42	BCDIN3D	CDC42
ATP2B1:RAB10	ATP2B1	RAB10
NAA16:USP33	NAA16	USP33
RPL31:TOE1	RPL31	TOE1
RPL31:PUM1	RPL31	PUM1
EXOSC7:SEM1	EXOSC7	SEM1
AGBL4:KIFAP3	AGBL4	KIFAP3
PA2G4:BAZ2A	PA2G4	BAZ2A
UBAP1:MLH1	UBAP1	MLH1
UQCR10:MLH1	UQCR10	MLH1
CCDC92B:RGS11	CCDC92B	RGS11
GPR37L1:NT5C2	GPR37L1	NT5C2
MCAM:ZNF100	MCAM	ZNF100
MGAT4A:GLCCI1	MGAT4A	GLCCI1
ITGAE:DPF3	ITGAE	DPF3
UGGT2:PIBF1	UGGT2	PIBF1
ZNF671:ZNF530	ZNF671	ZNF530
FAT1:LIN7C	FAT1	LIN7C
YTHDC1:PPA2	YTHDC1	PPA2
AMBRA1:SMAP2	AMBRA1	SMAP2
SSH1:INPP5F	SSH1	INPP5F
FBXW7:WDR1	FBXW7	WDR1
ATP6AP1:JTB	ATP6AP1	JTB
GAP43:FRY	GAP43	FRY
ADGRL1:NUP62	ADGRL1	NUP62
PTPN18:IMMP2L	PTPN18	IMMP2L
LIMS2:ATF7IP2	LIMS2	ATF7IP2
AFF4:MIA-RAB4B	AFF4	MIA-RAB4B
RHOBTB1:CIRBP	RHOBTB1	CIRBP
MARK2:LRPAP1	MARK2	LRPAP1
TRNT1:PDPR	TRNT1	PDPR
ACADVL:KDELR1	ACADVL	KDELR1
AP1M1:ZNF585B	AP1M1	ZNF585B
MAP3K13:TCEAL1	MAP3K13	TCEAL1
ADGRL1:TAF3	ADGRL1	TAF3
NSD3:MYO19	NSD3	MYO19
HARS1:TERF1	HARS1	TERF1
NDUFS4:NFIB	NDUFS4	NFIB
PRMT2:ZNG1E	PRMT2	ZNG1E
PTPRD:AOPEP	PTPRD	AOPEP
INIP:AATF	INIP	AATF
SURF6:MED22	SURF6	MED22
ASB6:RSL1D1	ASB6	RSL1D1
GPR107:CEP135	GPR107	CEP135
ANAPC5:DRAP1	ANAPC5	DRAP1
FARS2:ODR4	FARS2	ODR4
TCTE1:CDK12	TCTE1	CDK12
RPL7L1:BLOC1S2	RPL7L1	BLOC1S2
AGBL3:RPL23A	AGBL3	RPL23A
SMG1:NOM1	SMG1	NOM1
LETM1:TMOD2	LETM1	TMOD2
FBXO45:TMOD2	FBXO45	TMOD2
TCF12:ARPP19	TCF12	ARPP19
KRI1:B4GALT3	KRI1	B4GALT3
ILF3:SYTL1	ILF3	SYTL1
NMRAL1:ZEB1	NMRAL1	ZEB1
CAST:PDE6D	CAST	PDE6D
ZNF660:COMMD6	ZNF660	COMMD6
RABL3:SMC5	RABL3	SMC5
ATG3:SAXO5	ATG3	SAXO5
ECE2:CIZ1	ECE2	CIZ1
SNCA:VAT1L	SNCA	VAT1L
CYP4V2:VKORC1L1	CYP4V2	VKORC1L1
CDH18:UBE2QL1	CDH18	UBE2QL1
BTF3:NDUFB11	BTF3	NDUFB11
YIPF5:UTP11	YIPF5	UTP11
DOCK5:ZNF415	DOCK5	ZNF415
RPS27A:DHX57	RPS27A	DHX57
MEIS1:MTLN	MEIS1	MTLN
RABL2A:RBM4	RABL2A	RBM4
CTSB:UBXN4	CTSB	UBXN4
RAB1B:HSPD1	RAB1B	HSPD1
KANSL1L:ZNF692	KANSL1L	ZNF692
VGLL4:NUDT21	VGLL4	NUDT21
ITGA9:COX5A	ITGA9	COX5A
C9orf72:MARF1	C9orf72	MARF1
RBMX:ZIC1	RBMX	ZIC1
MCPH1:UBE2J1	MCPH1	UBE2J1
ATP5MC1:RPS27A	ATP5MC1	RPS27A
FAM98C:IGLON5	FAM98C	IGLON5
RPL36:RBMX2	RPL36	RBMX2
NCAN:NCOA6	NCAN	NCOA6
CYB561D1:GTPBP3	CYB561D1	GTPBP3
ADCY1:COLGALT1	ADCY1	COLGALT1
MTRES1:FITM2	MTRES1	FITM2
CNOT1:LEO1	CNOT1	LEO1
CLYBL:PTS	CLYBL	PTS
GRK4:TRIM68	GRK4	TRIM68
GNG13:TMEM237	GNG13	TMEM237
ENSG00000125695:TRIM46	ENSG00000125695	TRIM46
OPA3:WHAMM	OPA3	WHAMM
RUBCN:USP22	RUBCN	USP22
LPGAT1:PIGX	LPGAT1	PIGX
G3BP2:PLA2G12A	G3BP2	PLA2G12A
SPRED2:SLC12A4	SPRED2	SLC12A4
ANKRD37:ZNFX1	ANKRD37	ZNFX1
CSE1L:TIAL1	CSE1L	TIAL1
PDHA1:STX16	PDHA1	STX16
DDX27:CCT6A	DDX27	CCT6A
SLC35B4:MRPS7	SLC35B4	MRPS7
ILF3:CACNA1B	ILF3	CACNA1B
EXOSC10:RBM48	EXOSC10	RBM48
ITSN1:RBM48	ITSN1	RBM48
PAICS:TAOK1	PAICS	TAOK1
TUBGCP6:RAD9A	TUBGCP6	RAD9A
AP3S2:MGAT3	AP3S2	MGAT3
DLAT:EMC4	DLAT	EMC4
PRKRIP1:ATIC	PRKRIP1	ATIC
DNAJB9:CNKSR2	DNAJB9	CNKSR2
SHROOM3:ATXN10	SHROOM3	ATXN10
SYNGR3:SHMT1	SYNGR3	SHMT1
ATCAY:OSBPL2	ATCAY	OSBPL2
MTRFR:GFOD1	MTRFR	GFOD1
ZKSCAN3:MTRFR	ZKSCAN3	MTRFR
NOL11:UQCRC2	NOL11	UQCRC2
UBE4B:ARL5B	UBE4B	ARL5B
ACSS2:MSRA	ACSS2	MSRA
ARHGEF9:TAF3	ARHGEF9	TAF3
GFAP:C20orf203	GFAP	C20orf203
ZNF57:SNX6	ZNF57	SNX6
EPB41L4A:ANAPC16	EPB41L4A	ANAPC16
SIMC1:REEP5	SIMC1	REEP5
DPP9:OSBPL2	DPP9	OSBPL2
NHSL2:NABP2	NHSL2	NABP2
ETNK1:CENPV	ETNK1	CENPV
MAP3K12:MBD6	MAP3K12	MBD6
MAP3K12:SLURP2	MAP3K12	SLURP2
RPS7:TMBIM6	RPS7	TMBIM6
COL4A5:ZGRF1	COL4A5	ZGRF1
TNPO2:AFMID	TNPO2	AFMID
CACNG7:ARPP21	CACNG7	ARPP21
MAST1:MSI2	MAST1	MSI2
MAST1:SYCE2	MAST1	SYCE2
CWC27:ZBTB4	CWC27	ZBTB4
GPAT4:ELL	GPAT4	ELL
CHN2:ZC3H6	CHN2	ZC3H6
LAMA2:PHF14	LAMA2	PHF14
CCDC88B:TAF6	CCDC88B	TAF6
EZH2:FTH1	EZH2	FTH1
DNM1:ENOSF1	DNM1	ENOSF1
TRRAP:PSMA2	TRRAP	PSMA2
RHEB:ITGB1BP1	RHEB	ITGB1BP1
RHEB:USP39	RHEB	USP39
BARHL2:MRFAP1	BARHL2	MRFAP1
DUSP11:PIGM	DUSP11	PIGM
BNIP2:SLTM	BNIP2	SLTM
ARHGAP29:VDAC2	ARHGAP29	VDAC2
UQCRHL:RTCA	UQCRHL	RTCA
SDHD:IFT172	SDHD	IFT172
CTDSPL2:TXNL4A	CTDSPL2	TXNL4A
AMZ2:PNPT1	AMZ2	PNPT1
SLC3A1:DUSP8	SLC3A1	DUSP8
ARL3:B4GALT5	ARL3	B4GALT5
MTF1:NABP2	MTF1	NABP2
RPL35:TRIM74	RPL35	TRIM74
HMGN2:UBAP2	HMGN2	UBAP2
DNAJB5:SART1	DNAJB5	SART1
CARF:CIZ1	CARF	CIZ1
TPMT:ABHD18	TPMT	ABHD18
RFWD3:TPMT	RFWD3	TPMT
SLC25A44:MTCH1	SLC25A44	MTCH1
IL18BP:RNF121	IL18BP	RNF121
SORL1:ALKBH3	SORL1	ALKBH3
PPP2R1B:NEIL1	PPP2R1B	NEIL1
LLPH:FAF1	LLPH	FAF1
PNMA8A:DBR1	PNMA8A	DBR1
HSD17B12:SLC2A6	HSD17B12	SLC2A6
NCAM1:DYNC2H1	NCAM1	DYNC2H1
SMG1:ATM	SMG1	ATM
TMEM138:PLK5	TMEM138	PLK5
FADS1:CRELD1	FADS1	CRELD1
LRRC20:TAGLN	LRRC20	TAGLN
GPS1:ALDOA	GPS1	ALDOA
PATL1:HIRIP3	PATL1	HIRIP3
MPP7:ZNF789	MPP7	ZNF789
CALN1:EIF4H	CALN1	EIF4H
GM2A:DGKE	GM2A	DGKE
MSI2:PRKCE	MSI2	PRKCE
GDPD1:ADAMTS4	GDPD1	ADAMTS4
OBSCN:ATP5PD	OBSCN	ATP5PD
BUB3:SND1	BUB3	SND1
GABARAP:NIFK	GABARAP	NIFK
PDIA4:ERO1A	PDIA4	ERO1A
TSPYL4:TMEM178A	TSPYL4	TMEM178A
EPG5:PLEKHD1	EPG5	PLEKHD1
CNTNAP4:CFDP1	CNTNAP4	CFDP1
RAD17:USP7	RAD17	USP7
KCTD16:RBMS1	KCTD16	RBMS1
TTLL11:FSD1L	TTLL11	FSD1L
PDAP1:MARCKSL1	PDAP1	MARCKSL1
ITPR1:PTGR1	ITPR1	PTGR1
SCD5:MEGF9	SCD5	MEGF9
DPP6:TLE4	DPP6	TLE4
NF2:MEGF9	NF2	MEGF9
HINT1:ZKSCAN1	HINT1	ZKSCAN1
SECISBP2:CHCHD2	SECISBP2	CHCHD2
DNM1:CAMKK2	DNM1	CAMKK2
PPP4R3B:FASTKD1	PPP4R3B	FASTKD1
ICA1L:LIN7C	ICA1L	LIN7C
SEMA7A:NEIL1	SEMA7A	NEIL1
MACO1:CCNG2	MACO1	CCNG2
RPSA2:PPA2	RPSA2	PPA2
TCF4:GABARAPL1	TCF4	GABARAPL1
DIXDC1:PPARGC1B	DIXDC1	PPARGC1B
DIXDC1:MSS51	DIXDC1	MSS51
ITPR1:ARMC10	ITPR1	ARMC10
FAM177A1:XPNPEP3	FAM177A1	XPNPEP3
QDPR:ZNF44	QDPR	ZNF44
BAG5:AP1S3	BAG5	AP1S3
INA:SNCG	INA	SNCG
GLCE:CA10	GLCE	CA10
RPL39:IGIP	RPL39	IGIP
GRID1:MAP7D2	GRID1	MAP7D2
GNB1L:EVL	GNB1L	EVL
NAP1L1:ATP5PO	NAP1L1	ATP5PO
SESTD1:WDR45	SESTD1	WDR45
H2AJ:HBA2	H2AJ	HBA2
EIF3CL:EIF3C	EIF3CL	EIF3C
RNLS:ZNF285	RNLS	ZNF285
TPM3:MCEE	TPM3	MCEE
ISY1:IFNLR1	ISY1	IFNLR1
RBM4:RPL10A	RBM4	RPL10A
CSDC2:PTP4A2	CSDC2	PTP4A2
WASHC2C:SRSF10	WASHC2C	SRSF10
ANKS1B:ZMAT3	ANKS1B	ZMAT3
PHF8:COPB2	PHF8	COPB2
KAT5:ZNF177	KAT5	ZNF177
HECTD4:CEP63	HECTD4	CEP63
ADCK5:SPIRE2	ADCK5	SPIRE2
ZNF417:ZNF587	ZNF417	ZNF587
CLCNKB:CLCNKA	CLCNKB	CLCNKA
MICAL2:FOXO4	MICAL2	FOXO4
MED6:NIPSNAP2	MED6	NIPSNAP2
MED6:NDUFB1	MED6	NDUFB1
TMEM50B:TERF2	TMEM50B	TERF2
TERF2:SGCB	TERF2	SGCB
MTSS2:GPM6A	MTSS2	GPM6A
ARFGAP3:SNAP25	ARFGAP3	SNAP25
C8orf44-SGK3:SNAP25	C8orf44-SGK3	SNAP25
ELMO1:IRX1	ELMO1	IRX1
HDAC8:DAP3	HDAC8	DAP3
LIN52:SKA2	LIN52	SKA2
ZNF320:ZNF813	ZNF320	ZNF813
SLC48A1:CAMK1D	SLC48A1	CAMK1D
GRIN2A:ZNF727	GRIN2A	ZNF727
LHFPL6:ARL4C	LHFPL6	ARL4C
KCTD8:RASGEF1A	KCTD8	RASGEF1A
RPL23A:PPA1	RPL23A	PPA1
KCTD2:TNFRSF25	KCTD2	TNFRSF25
ZNF420:TTC32	ZNF420	TTC32
AMIGO1:PAGR1	AMIGO1	PAGR1
IST1:SEMA4D	IST1	SEMA4D
ZKSCAN7:CLN8	ZKSCAN7	CLN8
SVOP:SERINC3	SVOP	SERINC3
FNIP1:C2orf74	FNIP1	C2orf74
DCTN1:ATP6V1G2	DCTN1	ATP6V1G2
SHANK3:MCRIP1	SHANK3	MCRIP1
NPIPA9:NPIPA2	NPIPA9	NPIPA2
BORCS8:TUG1	BORCS8	TUG1
ZNF724:LSM14A	ZNF724	LSM14A
CHD2:NPIPA8	CHD2	NPIPA8
PLXNB2:CCDC92B	PLXNB2	CCDC92B
ZNF33B:RING1	ZNF33B	RING1
FBXL22:ENSG00000266086	FBXL22	ENSG00000266086
PHF2:PEG10	PHF2	PEG10
PSAP:NDUFAF8	PSAP	NDUFAF8
MPZL1:PEX26	MPZL1	PEX26
SUMO2:CCL5	SUMO2	CCL5
TMEM120B:MPHOSPH8	TMEM120B	MPHOSPH8
LCOR:C1D	LCOR	C1D
UQCRH:GTF2I	UQCRH	GTF2I
GRB2:KCNJ11	GRB2	KCNJ11
MAMDC4:AJM1	MAMDC4	AJM1
TIMM23B-AGAP6:SF3B3	TIMM23B-AGAP6	SF3B3
ACTG1:COX5A	ACTG1	COX5A
RTL10:PFAS	RTL10	PFAS
SMIM10L2A:SMIM10L2B	SMIM10L2A	SMIM10L2B
SELENOW:COPS8	SELENOW	COPS8
MLLT6:PLD6	MLLT6	PLD6
ATF6B:POM121C	ATF6B	POM121C
PPP3R1:TOM1L2	PPP3R1	TOM1L2
ZNF721:DNAJC30	ZNF721	DNAJC30
FAM72B:FAM72A	FAM72B	FAM72A
